winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
Garmon,Ribera del Duero,2016,-0.6512694404301334,3.289069880084374,Espana,Ribera del Duero,-0.6347608339961422,Ribera Del Duero Red,1.3972875305566685,0.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,-0.6512694404301334,3.285330890469714,Espana,Rioja,0.630740046119185,Rioja Red,-0.39845430408041677,0.0
Marques de Caceres,Gaudium,2012,-0.6512694404301334,3.277852911240394,Espana,Rioja,-0.5662884917213235,Rioja Red,-0.39845430408041677,0.0
Volver,Triga,2014,-0.6512694404301334,3.2703749320110744,Espana,Alicante,-0.6949834964788143,Red,-0.39845430408041677,0.0
Vinedos de Paganos,El Puntido,2014,-0.6512694404301334,3.0946424201220606,Espana,Rioja,0.4492470906919543,Rioja Red,-0.39845430408041677,0.0
Luis Canas,Reserva Seleccion de la Familia,2014,-0.6512694404301334,2.9263878874623663,Espana,Rioja,-0.9754726094118072,Rioja Red,-0.39845430408041677,0.0
Pago de Los Capellanes,Crianza Tinto,2019,-0.6512694404301334,2.885259001701108,Espana,Ribera del Duero,-0.9263870146485335,Ribera Del Duero Red,1.3972875305566685,0.0
Marques de Riscal,Rioja Gran Reserva,2013,-0.6512694404301334,2.82543516786655,Espana,Rioja,-0.5046221352750258,Rioja Red,-0.39845430408041677,0.0
Tresmano - Tr3smano,Vendimia,2016,-0.6512694404301334,2.5824008429136587,Espana,Ribera del Duero,-0.736644379429156,Ribera Del Duero Red,1.3972875305566685,0.0
Vinedos de Paganos,El Puntido,2015,-0.6512694404301334,2.578661853298999,Espana,Rioja,-0.6300172681156578,Rioja Red,-0.39845430408041677,0.0
Marques de Murrieta,Dalmau Rioja,2012,-0.6512694404301334,2.5300549883084207,Espana,Rioja,0.07388666014927242,Rioja Red,-0.39845430408041677,0.0
Marques de Murrieta,Dalmau Rioja,2013,-0.6512694404301334,2.515099029849781,Espana,Rioja,-0.0704827362132975,Rioja Red,-0.39845430408041677,0.0
Marques de Vargas,Gran Reserva Rioja,2011,-0.6512694404301334,2.4739701440885224,Espana,Rioja,-0.6054744707340209,Rioja Red,-0.39845430408041677,0.0
Muga,Torre Muga,2011,-0.6512694404301334,2.4702311544738627,Espana,Rioja,0.11513505911000668,Rioja Red,-0.39845430408041677,0.0
Ossian,Vinas Viejas Verdejo,2018,-0.6512694404301334,2.4141463102539644,Espana,Castilla y Leon,-0.7463377531849285,Verdejo,-2.194196138717502,0.0
Teso La Monja,Victorino,2013,-0.6512694404301334,2.3879733829513454,Espana,Toro,-0.621767588323511,Toro Red,1.3972875305566685,0.0
Imperial,Rioja Gran Reserva,2014,-0.6512694404301334,2.227196829520971,Espana,Rioja,-0.30147377039340945,Rioja Red,-0.39845430408041677,0.0
Ferrer Bobet,Priorat Vinyes Velles,2016,-0.6512694404301334,2.201023902218352,Espana,Priorato,-0.62733612218321,Priorat Red,-0.39845430408041677,0.0
La Vicalanda,Reserva,2014,-0.6512694404301334,2.1636340060717534,Espana,Rioja,-0.8841074057137809,Rioja Red,-0.39845430408041677,0.0
Alvaro Palacios,Finca Dofi,2012,-0.6512694404301334,2.1486780476131138,Espana,Priorato,0.3224082638876963,Priorat Red,-0.39845430408041677,0.0
Senorio de San Vicente,San Vicente Rioja,2014,-0.6512694404301334,2.1374610787691344,Espana,Rioja,-0.5850565132484575,Rioja Red,-0.39845430408041677,0.0
Imperial,Rioja Reserva,2017,-0.6512694404301334,2.092593203393216,Espana,Rioja,-0.8026418177663307,Rioja Red,-0.39845430408041677,0.0
La Rioja Alta,Vina Ardanza Reserva,2010,-0.6512694404301334,2.032769369558658,Espana,Rioja,-0.9736164314585743,Rioja Red,-0.39845430408041677,0.0
Pintia,Toro,2004,-0.6512694404301334,1.946772608421481,Espana,Toro,1.0834412247132434,Toro Red,1.3972875305566685,0.0
Vinicola Real,200 Monges Rioja Reserva,2009,-0.6512694404301334,1.946772608421481,Espana,Rioja,-0.5128718150671725,Rioja Red,-0.39845430408041677,0.0
Vinedos de Paganos,El Puntido Gran Reserva,2006,-0.6512694404301334,1.9243386707335217,Espana,Rioja,-0.502559715326989,Rioja Red,-0.39845430408041677,0.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,-0.6512694404301334,1.9056437226602223,Espana,Rioja,-0.5070970392126697,Rioja Red,-0.39845430408041677,0.0
Anima Negra,An,2017,-0.6512694404301334,1.8719928161282835,Espana,Mallorca,-0.5029721993165963,Red,-0.39845430408041677,0.0
Muga,Torre Muga,2014,-0.6512694404301334,1.827124940752365,Espana,Rioja,0.11410384913598838,Rioja Red,-0.39845430408041677,0.0
Senorio de San Vicente,San Vicente Rioja,2007,-0.6512694404301334,1.8121689822937255,Espana,Rioja,0.27497260508285193,Rioja Red,-0.39845430408041677,0.0
Clos Mogador,Priorat,2009,-0.6512694404301334,1.8084299926790657,Espana,Priorato,0.6317712560932033,Priorat Red,-0.39845430408041677,0.0
Bodegas Vilano,La Baraja,2016,-0.6512694404301334,1.7822570653764467,Espana,Ribera del Duero,-0.8139851274805326,Ribera Del Duero Red,1.3972875305566685,0.0
Bodegas San Roman,Tinto,2018,-0.6512694404301334,1.6962603042392697,Espana,Toro,-0.7933609280001656,Toro Red,1.3972875305566685,0.0
Castillo Perelada,Finca Malaveina,2017,-0.6512694404301334,1.6738263665513105,Espana,Emporda,-0.8634832062334138,Red,-0.39845430408041677,0.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014,-0.6512694404301334,1.6663483873219906,Espana,Rioja,-0.2963177205233177,Rioja Red,-0.39845430408041677,0.0
Remelluri,Granja Gran Reserva Rioja,2009,-0.6512694404301334,1.655131418478011,Espana,Rioja,-0.13544896457645408,Rioja Red,-0.39845430408041677,0.0
Marques de Riscal,Reserva XR,2016,-0.6512694404301334,1.6326974807900518,Espana,Rioja,-0.8894696975786764,Rioja Red,-0.39845430408041677,0.0
Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006,-0.6512694404301334,1.628958491175392,Espana,Ribera del Duero,0.11616626908402498,Ribera Del Duero Red,1.3972875305566685,0.0
Enate,Chardonnay Fermentado en Barrica,2019,-0.6512694404301334,1.6252195015607322,Espana,Somontano,-1.002696552725892,Chardonnay,-0.39845430408041677,0.0
Ordonez,Vatan Tinta de Toro,2016,-0.6512694404301334,1.5915685950287934,Espana,Toro,-0.7912985080521288,Toro Red,1.3972875305566685,0.0
Lan,A Mano Rioja,2016,-0.6512694404301334,1.5840906157994736,Espana,Rioja,-0.7949938388418811,Rioja Red,-0.39845430408041677,0.0
Marques de Riscal,Baron de Chirel Rioja Reserva,2014,-0.6512694404301334,1.5766126365701538,Espana,Rioja,-0.029234337252563237,Rioja Red,-0.39845430408041677,0.0
Volver,Alicante Bouschet by Tarima,2017,-0.6512694404301334,1.5653956677261742,Espana,Alicante,-0.9738226734533779,Red,-0.39845430408041677,0.0
Arzuaga,Reserva Ribera del Duero,2014,-0.6512694404301334,1.5018328442769564,Espana,Ribera del Duero,-0.6283673321572285,Ribera Del Duero Red,1.3972875305566685,0.0
Alvaro Palacios,Finca Dofi,2011,-0.6512694404301334,1.3971411350664802,Espana,Priorato,0.3224082638876963,Priorat Red,-0.39845430408041677,0.0
Alvaro Palacios,Finca Dofi,2013,-0.6512694404301334,1.3672292181492012,Espana,Priorato,0.3224082638876963,Priorat Red,-0.39845430408041677,0.0
Enate,Chardonnay Fermentado en Barrica,2018,-0.6512694404301334,1.3597512389198816,Espana,Somontano,-0.9789787233234697,Chardonnay,-0.39845430408041677,0.0
Garmon,Ribera del Duero,2017,-0.6512694404301334,1.3410562908465822,Espana,Ribera del Duero,-0.48358545180505114,Ribera Del Duero Red,1.3972875305566685,0.0
Clos Mogador,Priorat,2008,-0.6512694404301334,1.318622353158623,Espana,Priorato,0.6317712560932033,Priorat Red,-0.39845430408041677,0.0
Bodegas Tradicion,Oloroso Tradicion Vors 30 Years,N.V.,-0.6512694404301334,1.3111443739293032,Espana,Jerez Oloroso,-0.11276234514805021,Sherry,-0.39845430408041677,0.0
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011,-0.6512694404301334,1.2812324570120244,Espana,Rias Baixas,-0.690495567550889,Albarino,-2.194196138717502,0.0
Carmelo Rodero,Ribera del Duero TSM,2019,-0.6512694404301334,1.262537508938725,Espana,Ribera del Duero,0.06460577038310715,Ribera Del Duero Red,1.3972875305566685,0.0
Abadia Retuerta,Pago Valdebellon,2015,-0.6512694404301334,1.232625592021446,Espana,Sardon de Duero,0.06357456040908885,Cabernet Sauvignon,-0.39845430408041677,0.0
Figuero,Vinas Viejas,2016,-0.6512694404301334,1.2251476127921261,Espana,Ribera del Duero,-0.9872284031156165,Ribera Del Duero Red,1.3972875305566685,0.0
Lan,A Mano Rioja,2012,-0.6512694404301334,1.1952356958748473,Espana,Rioja,-0.6941585284995996,Rioja Red,-0.39845430408041677,0.0
Dominio de Atauta,Dominio de Atauta,2017,-0.6512694404301334,1.1840187270308677,Espana,Ribera del Duero,-0.8067666576624042,Ribera Del Duero Red,1.3972875305566685,0.0
Protos,Gran Reserva,2014,-0.6512694404301334,1.1728017581868881,Espana,Ribera del Duero,-0.462342526340273,Ribera Del Duero Red,1.3972875305566685,0.0
Dominio de Cair,Tierras de Cair Reserva,2012,-0.6512694404301334,1.1054999451230105,Espana,Ribera del Duero,-0.5376208544436132,Ribera Del Duero Red,1.3972875305566685,0.0
Carmelo Rodero,Crianza,2019,-0.6512694404301334,1.0980219658936907,Espana,Ribera del Duero,-0.9160749149083499,Ribera Del Duero Red,1.3972875305566685,0.0
Protos,Seleccion Finca el Grajo Viejo,2014,-0.6512694404301334,1.0868049970497111,Espana,Ribera del Duero,-0.09275687165209412,Ribera Del Duero Red,1.3972875305566685,0.0
Familia Torres,Perpetual,2016,-0.6512694404301334,1.0868049970497111,Espana,Priorato,-0.017891027538361373,Priorat Red,-0.39845430408041677,0.0
Clos Erasmus,Laurel,2017,-0.6512694404301334,1.0755880282057315,Espana,Priorato,-0.36066522290206304,Priorat Red,-0.39845430408041677,0.0
Clos Mogador,Priorat,2006,-0.6512694404301334,1.0755880282057315,Espana,Priorato,0.6317712560932033,Priorat Red,-0.39845430408041677,0.0
Alvaro Palacios,Finca Dofi,2017,-0.6512694404301334,1.056893080132432,Espana,Priorato,0.7328298335470024,Priorat Red,-0.39845430408041677,0.0
Teso La Monja,Victorino,2011,-0.6512694404301334,1.038198132059133,Espana,Toro,-0.35798407696961543,Toro Red,1.3972875305566685,0.0
Dominio de Cair,Seleccion La Aguilera,2016,-0.6512694404301334,1.0157641943711737,Espana,Ribera del Duero,-0.9996029228038369,Ribera Del Duero Red,1.3972875305566685,0.0
Torre de Ona,Finca Martelo,2015,-0.6512694404301334,1.0195031839858335,Espana,Rioja,-0.8913258755319095,Rioja Red,-0.39845430408041677,0.0
Ferrer Bobet,Priorat Vinyes Velles,2011,-0.6512694404301334,0.9783742982245749,Espana,Priorato,-0.2983801404713544,Priorat Red,-0.39845430408041677,0.0
Remirez de Ganuza,Rioja Blanco,2018,-0.6512694404301334,0.9559403605366157,Espana,Rioja,-0.8360530209245255,Rioja White,-2.194196138717502,0.0
Vinedos de Paganos,El Puntido,2016,-0.6512694404301334,0.8774215786287585,Espana,Rioja,-0.6469291116895589,Rioja Red,-0.39845430408041677,0.0
Ramon Bilbao,Mirto,2014,-0.6512694404301334,0.8736825890140987,Espana,Rioja,-0.330553891660727,Rioja Red,-0.39845430408041677,0.0
Muga,Torre Muga,2005,-0.6512694404301334,0.8549876409407993,Espana,Rioja,0.7328298335470024,Rioja Red,-0.39845430408041677,0.0
Alvaro Palacios,Vi de Vila Gratallops,2017,-0.6512694404301334,0.8362926928675,Espana,Priorato,-0.19525914306951872,Priorat Red,-0.39845430408041677,0.0
Martinet,Clos Martinet,2005,-0.6512694404301334,0.8288147136381802,Espana,Priorato,1.0659106551549313,Priorat Red,-0.39845430408041677,0.0
Alvaro Palacios,Vi de Vila Gratallops,2016,-0.6512694404301334,0.8288147136381802,Espana,Priorato,-0.32209796987377654,Priorat Red,-0.39845430408041677,0.0
Alion,Ribera del Duero,2000,-0.6512694404301334,0.8101197655648809,Espana,Ribera del Duero,0.6936438545343047,Ribera Del Duero Red,1.3972875305566685,0.0
Contino,Rioja Gran Reserva,2015,-0.6512694404301334,0.7989027967209013,Espana,Rioja,-0.4932788255608237,Rioja Red,-0.39845430408041677,0.0
Bodegas Roda,Roda Reserva Rioja,2004,-0.6512694404301334,0.7951638071062413,Espana,Rioja,0.3502509331861918,Rioja Red,-0.39845430408041677,0.0
Bodegas Faustino,I Gran Reserva,1970,-0.6512694404301334,0.7839468382622617,Espana,Rioja,2.939825419941089,Rioja Red,-0.39845430408041677,0.0
Ossian,Vinas Viejas Verdejo,2017,-0.6512694404301334,0.7839468382622617,Espana,Castilla y Leon,-0.4613113163662547,Verdejo,-2.194196138717502,0.0
Monte Real,Gran Reserva,1998,-0.6512694404301334,0.7689908798036224,Espana,Rioja,-0.6077431326768613,Rioja Red,-0.39845430408041677,0.0
Hacienda Monasterio,Reserva,2013,-0.6512694404301334,0.7166450251983841,Espana,Ribera del Duero,-0.2148521325758674,Ribera Del Duero Red,1.3972875305566685,0.0
Remirez de Ganuza,Rioja Vina Coqueta,2008,-0.6512694404301334,0.7091670459690644,Espana,Rioja,-0.15689152755266625,Rioja Red,-0.39845430408041677,0.0
Protos,Seleccion Finca el Grajo Viejo,2010,-0.6512694404301334,0.7016890667397447,Espana,Ribera del Duero,-0.033565419143440356,Ribera Del Duero Red,1.3972875305566685,0.0
St. Petroni,Vermello Vermu,N.V.,-0.6512694404301334,0.6904720978957651,Espana,Galicia,-1.1029301622004761,Unknown,-0.39845430408041677,0.0
Pintia,Toro,2003,-0.6512694404301334,0.6829941186664453,Espana,Toro,0.8792616498576088,Toro Red,1.3972875305566685,0.0
Marques de Murrieta,Capellania Reserva,2016,-0.6512694404301334,0.6829941186664453,Espana,Rioja,-0.6607473253414049,Rioja White,-2.194196138717502,0.0
Llanos Negros,Los Tabaqueros,2006,-0.6512694404301334,0.6717771498224657,Espana,La Palma,-0.8748265159476156,Unknown,-0.39845430408041677,0.0
Finca Torremilanos,Torre Albeniz Reserva Ribera del Duero,2016,-0.6512694404301334,0.6717771498224657,Espana,Ribera del Duero,-0.7325195395330825,Ribera Del Duero Red,1.3972875305566685,0.0
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1998,-0.6512694404301334,0.6680381602078058,Espana,Rioja,1.9723442223170669,Rioja Red,-0.39845430408041677,0.0
Aster,Finca El Otero,2016,-0.6512694404301334,0.6418652329051868,Espana,Ribera del Duero,-0.7727367285197984,Ribera Del Duero Red,1.3972875305566685,0.0
Comenge,Familia Comenge Reserva,2016,-0.6512694404301334,0.6381262432905269,Espana,Ribera del Duero,-0.8882322456098544,Ribera Del Duero Red,1.3972875305566685,0.0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2013,-0.6512694404301334,0.6194312952172276,Espana,Rioja,-0.4613113163662547,Rioja Red,-0.39845430408041677,0.0
Bodegas Valduero,Tierra Alta de 2 Cotas Reserva,2014,-0.6512694404301334,0.6269092744465473,Espana,Ribera del Duero,-0.6984896103904767,Ribera Del Duero Red,1.3972875305566685,0.0
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1989,-0.6512694404301334,0.6156923056025677,Espana,Rioja,1.9723442223170669,Rioja Red,-0.39845430408041677,0.0
Bodegas Aragonesas,Fagus de Coto de Hayas Garnacha,2017,-0.6512694404301334,0.5932583679146085,Espana,Aragon,-0.8940070214643572,Grenache,1.3972875305566685,0.0
Mustiguillo,Finca Terrerazo,2018,-0.6512694404301334,0.5895193782999486,Espana,El Terrerazo,-0.8572959463893037,Red,-0.39845430408041677,0.0
Clos Erasmus,Laurel,2018,-0.6512694404301334,0.5895193782999486,Espana,Priorato,-0.5733007195446482,Priorat Red,-0.39845430408041677,0.0
Alvaro Palacios,Finca Dofi,2009,-0.6512694404301334,0.5409125133093704,Espana,Priorato,0.42552926128953195,Priorat Red,-0.39845430408041677,0.0
Avancia,Godello,2019,-0.6512694404301334,0.5072616067774315,Espana,Valdeorras,-0.8449214267010834,Unknown,0.31984242977441796,0.0
Clos Mogador,Priorat,2005,-0.6512694404301334,0.5072616067774315,Espana,Priorato,0.9411342482987103,Priorat Red,-0.39845430408041677,0.0
Cepa 21,Malabrigo Ribera del Duero,2015,-0.6512694404301334,0.5035226171627717,Espana,Ribera del Duero,-0.2241330223420327,Ribera Del Duero Red,1.3972875305566685,0.0
Vinedos de Paganos,El Puntido,2017,-0.6512694404301334,0.4923056483187921,Espana,Rioja,-0.5860877232224758,Rioja Red,-0.39845430408041677,0.0
Morca,Godina Garnacha,2019,-0.6512694404301334,0.4885666587041322,Espana,Campo de Borja,-0.9923844529857083,Grenache,1.3972875305566685,0.0
Marques de Tomares,Rioja Gran Reserva,2010,-0.6512694404301334,0.4810886794748125,Espana,Rioja,-0.792329718026147,Red,-0.39845430408041677,0.0
Sierra Cantabria,Coleccion Privada,2017,-0.6512694404301334,0.47361070024549273,Espana,Rioja,-0.7291532894099063,Rioja Red,-0.39845430408041677,0.0
Vall Llach,Porrera Vi de Vila,2012,-0.6512694404301334,0.466132721016173,Espana,Priorato,-0.4922476155868054,Priorat Red,-0.39845430408041677,0.0
Quinta Sardonia,QS,2014,-0.6512694404301334,0.4436987833282138,Espana,Castilla y Leon,-0.5881501431705125,Red,-0.39845430408041677,0.0
Comenge,Don Miguel Comenge Reserva,2011,-0.6512694404301334,0.4324818144842342,Espana,Ribera del Duero,-0.5355584344955764,Ribera Del Duero Red,1.3972875305566685,0.0
Abadal,3.9,2017,-0.6512694404301334,0.3950919183376355,Espana,Pla de Bages,-0.901637975272093,Red,-0.39845430408041677,0.0
Bodega Numanthia,Numanthia,2016,-0.6512694404301334,0.3950919183376355,Espana,Toro,-0.5122530890827615,Toro Red,1.3972875305566685,0.0
Pago de Vallegarcia,Montes de Toledo Syrah,2018,-0.6512694404301334,0.3913529287229756,Espana,Castilla,-0.8055292056935821,Syrah,-0.39845430408041677,0.0
Alvaro Palacios,Vi de Vila Gratallops,2018,-0.6512694404301334,0.3913529287229756,Espana,Priorato,-0.2148521325758674,Priorat Red,-0.39845430408041677,0.0
Hermanos Pecina,Finca Iscorta Gran Reserva,2010,-0.6512694404301334,0.35396303257637696,Espana,Rioja,-0.7706743085717617,Rioja Red,-0.39845430408041677,0.0
Abadia Retuerta,Le Domaine Blanco de Guarda,2016,-0.6512694404301334,0.32779010527375785,Espana,Sardon de Duero,-0.5654635237421086,Unknown,0.31984242977441796,0.0
Biniagual,Finca Biniagual Veran,2017,-0.6512694404301334,0.3090951572004585,Espana,Binissalem-Mallorca,-0.7809864083119452,Red,-0.39845430408041677,0.0
Breca,Brega Garnacha,2017,-0.6512694404301334,0.2904002091271592,Espana,Calatayud,-0.7521125290394313,Grenache,1.3972875305566685,0.0
Pintia,Toro,2001,-0.6512694404301334,0.28292222989783944,Espana,Toro,2.5797268970138787,Toro Red,1.3972875305566685,0.0
Marques de Riscal,Rioja Reserva,1994,-0.6512694404301334,0.21188142721930195,Espana,Rioja,0.013045271682189323,Rioja Red,-0.7576026710078342,0.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2014,-0.6512694404301334,0.1333626453114447,Espana,Rioja,0.5317438886134228,Rioja Red,0.31984242977441796,0.0
Godeval,Cepas Vellas Godello,2019,-0.6512694404301334,0.1221456764674651,Espana,Valdeorras,-0.9463924881444895,Unknown,-0.39845430408041677,0.0
Contino,Vina del Olivo,2007,-0.6512694404301334,0.1221456764674651,Espana,Rioja,0.5698986576521019,Rioja Red,-0.03930593715299942,0.0
Dominio del Bendito,Las Sabias,2017,-0.6512694404301334,0.11466769723814536,Espana,Toro,-0.8624519962593955,Toro Red,-0.03930593715299942,0.0
Clos Galena,Galena,2016,-0.6512694404301334,0.09223375955018616,Espana,Priorato,-0.9573233138690841,Priorat Red,-0.39845430408041677,0.0
Alvaro Palacios,Finca Dofi,2010,-0.6512694404301334,0.0884947699355263,Espana,Priorato,0.42552926128953195,Priorat Red,-0.03930593715299942,0.0
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2019,-0.6512694404301334,0.0772778010915467,Espana,Ribera del Duero,-0.7727367285197984,Ribera Del Duero Red,-0.03930593715299942,0.0
Contino,Vina del Olivo,2011,-0.6512694404301334,0.0772778010915467,Espana,Rioja,-0.008610137772196106,Rioja Red,-0.39845430408041677,0.0
Bodegas Olarra,Cerro Anon Rioja Gran Reserva,2015,-0.6512694404301334,0.06979982186222695,Espana,Rioja,-1.0614755212449383,Rioja Red,-0.39845430408041677,0.0
Castell d'Encus,Ekam,2019,-0.6512694404301334,0.06606083224756708,Espana,Costers del Segre,-0.8199661453298391,Unknown,-0.03930593715299942,0.0
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2009,-0.6512694404301334,0.04362689455960787,Espana,Ribera del Duero,0.8945235574730804,Ribera Del Duero Red,1.3972875305566685,0.0
Martinet,Clos Martinet,2004,-0.6512694404301334,0.036148915330288134,Espana,Priorato,2.023904721017985,Priorat Red,-0.39845430408041677,0.0
Ordonez,Vatan Tinta de Toro,2018,-0.6512694404301334,0.0286709361009684,Espana,Toro,-0.6345545920013386,Toro Red,1.3972875305566685,0.0
Enate,Chardonnay Fermentado en Barrica,2020,-0.6512694404301334,0.017453967256988796,Espana,Somontano,-0.9789787233234697,Chardonnay,-0.39845430408041677,0.0
Scala Dei,Masdeu,2013,-0.6512694404301334,0.00997598802766906,Espana,Priorato,0.42346684134149537,Priorat Red,-0.39845430408041677,0.0
Francisco Barona,Ribera Del Duero,2019,-0.6512694404301334,0.00997598802766906,Espana,Ribera del Duero,-0.6902399305983299,Ribera Del Duero Red,1.3972875305566685,0.0
Dominio do Bibei,Lapola,2017,-0.6512694404301334,0.006236998413009191,Espana,Ribeira Sacra,-0.8779201458696708,Unknown,-0.39845430408041677,0.0
Taron,Pantocrator,2010,-0.6512694404301334,0.006236998413009191,Espana,Rioja Alta,-0.9171061248823683,Rioja Red,-0.39845430408041677,0.0
Castillo de Cuzcurrita,Senorio de Cuzcurrita Rioja,2017,-0.6512694404301334,-0.0012409808163105457,Espana,Rioja,-0.82496147802398,Rioja Red,-0.39845430408041677,0.0
Castillo Perelada,Finca Malaveina,2018,-0.6512694404301334,-0.0012409808163105457,Espana,Emporda,-0.9381428083523429,Red,-0.39845430408041677,0.0
Orben,Malpuesto,2017,-0.6512694404301334,-0.0012409808163105457,Espana,Rioja,-0.7026144502865502,Rioja Red,-0.39845430408041677,0.0
Penafiel,Silencio de Miros Ribera Del Duero,2015,-0.6512694404301334,-0.0012409808163105457,Espana,Ribera del Duero,-0.45409284654812615,Ribera Del Duero Red,1.3972875305566685,0.0
Abadia Retuerta,Pago Valdebellon,2014,-0.6512694404301334,-0.008718960045630282,Espana,Sardon de Duero,0.0027331719420057576,Cabernet Sauvignon,-0.39845430408041677,0.0
Clos Figueras,Clos Figueres,2012,-0.6512694404301334,-0.008718960045630282,Espana,Priorato,-0.30436115832066085,Priorat Red,-0.39845430408041677,0.0
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1995,-0.6512694404301334,-0.019935928889609888,Espana,Rioja,1.6629812301115598,Rioja Red,-0.39845430408041677,0.0
Jorge Ordonez,No. 2 Victoria,2017,-0.6512694404301334,-0.027413908118929624,Espana,Malaga,-0.8861698256618177,Unknown,-0.39845430408041677,0.0
Ontanon,Queiron Mi Lugar,2018,-0.6512694404301334,-0.027413908118929624,Espana,Rioja,-0.8841074057137809,Rioja Red,-0.39845430408041677,0.0
Remelluri,Rioja Blanco,2016,-0.6512694404301334,-0.046108856192228966,Espana,Rioja,-0.19319672312148198,Rioja White,-2.194196138717502,0.0
Familia Torres,Purgatori Costers del Segre,2018,-0.6512694404301334,-0.042369866577569096,Espana,Costers del Segre,-0.7521125290394313,Red,-0.39845430408041677,0.0
Sonsierra,Perfume de Sonsierra,2014,-0.6512694404301334,-0.046108856192228966,Espana,Rioja Alta,-0.7397380093512109,Rioja Red,-0.39845430408041677,0.0
Jaro,Chafandin,2011,-0.6512694404301334,-0.06106481465086844,Espana,Ribera del Duero,-0.7985169778702573,Ribera Del Duero Red,1.3972875305566685,0.0
Martinet,Clos Martinet,2017,-0.6512694404301334,-0.0648038042655283,Espana,Priorato,-0.08079483595348107,Priorat Red,-0.39845430408041677,0.0
Vins Miquel Gelabert,Chardonnay Roure,2018,-0.6512694404301334,-0.06854279388018818,Espana,Pla i Llevant,-0.7026144502865502,Chardonnay,-0.39845430408041677,0.0
Contino,Rioja Graciano,2015,-0.6512694404301334,-0.07228178349484804,Espana,Rioja,-0.038515227018728504,Rioja Red,-0.39845430408041677,0.0
Clos Figueras,Clos Figueres,2016,-0.6512694404301334,-0.07602077310950792,Espana,Priorato,-0.1418424664153678,Priorat Red,-0.39845430408041677,0.0
Martinet,Clos Martinet,2010,-0.6512694404301334,-0.07975976272416778,Espana,Priorato,1.295870479361025,Priorat Red,-0.39845430408041677,0.0
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1994,-0.6512694404301334,-0.08723774195348752,Espana,Rioja,2.4260766108851435,Rioja Red,-0.39845430408041677,0.0
Tresmano - Tr3smano,Vendimia,2018,-0.6512694404301334,-0.09097673156814738,Espana,Ribera del Duero,-0.6211488623390999,Ribera Del Duero Red,1.3972875305566685,0.0
Bodega Tesalia,ARX Arcos de la Frontera,2018,-0.6512694404301334,-0.09097673156814738,Espana,Andalucia,-0.9996029228038369,Red,-0.39845430408041677,0.0
Losada,La Bienquerida,2017,-0.6512694404301334,-0.09845471079746712,Espana,Bierzo,-0.5572138439499619,Mencia,-2.194196138717502,0.0
Chivite,Navarra Reserva Coleccion 125,2015,-0.6512694404301334,-0.10593269002678686,Espana,Navarra,-0.904731605194148,Red,-0.39845430408041677,0.0
Bodega de Bardos,Suprema 30 Meses,2012,-0.6512694404301334,-0.10967167964144672,Espana,Ribera del Duero,-0.832546907012863,Ribera Del Duero Red,1.3972875305566685,0.0
Alvaro Palacios,Finca Dofi,2007,-0.6512694404301334,-0.1134106692561066,Espana,Priorato,0.3224082638876963,Priorat Red,-0.39845430408041677,0.0
Venus la Universal,Venus,2009,-0.6512694404301334,-0.12088864848542633,Espana,Montsant,-0.0993566154858116,Montsant Red,-0.39845430408041677,0.0
Vall Llach,Porrera Vi de Vila,2016,-0.6512694404301334,-0.12836662771474608,Espana,Priorato,-0.28249950687147163,Priorat Red,-0.39845430408041677,0.0
Bodegas Roda,Roda I Reserva Rioja,2001,-0.6512694404301334,-0.13958359655872568,Espana,Rioja,0.5492744581717347,Rioja Red,-0.39845430408041677,0.0
Alvaro Palacios,Finca Dofi,2000,-0.6512694404301334,-0.13958359655872568,Espana,Priorato,0.4874018597306333,Priorat Red,-0.39845430408041677,0.0
Clos Figueras,Clos Figueres,2015,-0.6512694404301334,-0.14332258617338553,Espana,Priorato,0.13452180662155175,Priorat Red,-0.39845430408041677,0.0
Casa Castillo,Pie Franco,2016,-0.6512694404301334,-0.1470615757880454,Espana,Jumilla,-0.09213814566768308,Monastrell,1.3972875305566685,0.0
El Grillo y La Luna,Grillo,2012,-0.6512694404301334,-0.1470615757880454,Espana,Somontano,-0.6489915316375956,Red,-0.39845430408041677,0.0
Tridente,Prieto Picudo,2016,-0.6512694404301334,-0.15453955501736513,Espana,Castilla y Leon,-0.8861698256618177,Red,-0.39845430408041677,0.0
Ferrer Bobet,Seleccio Especial Vinyes Velles,2014,-0.6512694404301334,-0.158278544632025,Espana,Priorato,-0.007578927798177808,Priorat Red,-0.39845430408041677,0.0
