winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
Abadia Retuerta,Pago Valdebellon,2010,4.3,191,Espana,Sardon de Duero,55.0,Cabernet Sauvignon,4.0,3.0
Clos d'Agon,Tinto,2014,4.3,190,Espana,Cataluna,36.5,Red,4.0,3.0
Garmon,Ribera del Duero,2018,4.3,188,Espana,Ribera del Duero,33.5,Ribera Del Duero Red,5.0,3.0
Bodegas Valduero,Ribera Del Duero Gran Reserva,2010,4.3,187,Espana,Ribera del Duero,62.8,Ribera Del Duero Red,5.0,3.0
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2014,4.3,184,Espana,Ribera del Duero,92.24,Ribera Del Duero Red,5.0,3.0
Pago de Vallegarcia,Hipperia Red Blend,2016,4.3,184,Espana,Castilla,36.111307180686,Red,4.0,3.0
Clos d'Agon,Tinto,2015,4.3,184,Espana,Cataluna,56.92,Red,4.0,3.0
Jean Leon,Vinya La Scala Gran Reserva Cabernet Sauvignon,2013,4.3,177,Espana,Penedes,41.9,Cabernet Sauvignon,4.0,3.0
Bodegas Ateca,Atteca Armas Garnacha Old Vines,2017,4.3,176,Espana,Calatayud,32.9,Grenache,5.0,3.0
Bodega Campo Eliseo,Campo Eliseo,2009,4.3,175,Espana,Toro,48.5,Toro Red,5.0,3.0
Contino,Rioja Graciano,2016,4.3,174,Espana,Rioja,64.75,Rioja Red,4.0,3.0
Ukan Winery,Tinto,2018,4.3,145,Espana,Rioja Alavesa,39.9,Rioja Red,4.0,3.0
Tinto Pesquera,Reserva,2002,4.3,144,Espana,Ribera del Duero,65.0,Ribera Del Duero Red,5.0,3.0
Mas Que Vinos,La Plazuela,2015,4.3,141,Espana,Castilla,44.05,Red,4.0,3.0
Arzuaga,Gran Reserva Ribera del Duero,2014,4.3,140,Espana,Ribera del Duero,62.56,Ribera Del Duero Red,5.0,3.0
Beronia,III a.C,2011,4.3,140,Espana,Rioja,46.16,Rioja Red,4.0,3.0
Valquejigoso,V2 Tinto,2007,4.3,140,Espana,Madrid,48.537665,Red,4.0,3.0
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2011,4.3,139,Espana,Rioja,97.5,Rioja Red,4.0,3.0
Telmo Rodriguez,Matallana,2014,4.3,138,Espana,Ribera del Duero,42.0,Ribera Del Duero Red,5.0,3.0
Pujanza,Rioja Norte,2010,4.3,138,Espana,Rioja,75.0,Rioja Red,4.0,3.0
Bodegas Roda,Roda I Reserva Rioja,2000,4.3,137,Espana,Rioja,85.0,Rioja Red,4.0,3.0
Sei Solo,Tinto,2016,4.3,137,Espana,Ribera del Duero,52.8,Ribera Del Duero Red,5.0,3.0
Lustau,Jerez-Xeres-Sherry 30 Year Old Oloroso VORS,2011,4.3,135,Espana,Jerez-Xeres-Sherry,39.0,Sherry,4.0,3.0
Gomez Cruzado,Pancrudo,2019,4.3,134,Espana,Rioja,34.9,Rioja Red,4.0,3.0
Vizcarra,Ribera del Duero Torralvo,2015,4.3,128,Espana,Ribera del Duero,40.95,Ribera Del Duero Red,5.0,3.0
Telmo Rodriguez,Matallana,2016,4.3,128,Espana,Ribera del Duero,39.75,Ribera Del Duero Red,5.0,3.0
Neo,Ribera del Duero Tinto,2005,4.3,126,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0
Martinet,Clos Martinet,2018,4.3,125,Espana,Priorato,57.5,Priorat Red,4.0,3.0
Martinet,Els Escurcons,2015,4.3,122,Espana,Priorato,84.95,Priorat Red,4.0,3.0
Mas d'en Gil,Clos Fonta Priorat,2015,4.3,122,Espana,Priorato,53.9,Priorat Red,4.0,3.0
Callejuela,La Casilla Amontillado,2011,4.3,122,Espana,Jerez-Xeres-Sherry,43.95,Sherry,4.0,3.0
El Maestro Sierra,Palo Cortado,2011,4.3,119,Espana,Jerez Palo Cortado,85.4,Sherry,4.0,3.0
Cims de Porrera,Classic,2010,4.3,118,Espana,Priorato,43.24,Priorat Red,4.0,3.0
Bodegas Naluar & Acediano,Acediano,2018,4.3,120,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0
Ostatu,Gloria Rioja,2010,4.3,117,Espana,Rioja Alavesa,54.52,Rioja Red,4.0,3.0
Vinas del Vero,Blecua Somontano,2011,4.3,112,Espana,Somontano,73.9,Red,4.0,3.0
Clos Mogador,Priorat,2000,4.3,111,Espana,Priorato,100.0,Priorat Red,4.0,3.0
Contino,Rioja Graciano,2017,4.3,111,Espana,Rioja,62.9,Rioja Red,4.0,3.0
Costers del Priorat,Clos Cypres Vinyes Velles (Old Vines),2015,4.3,111,Espana,Priorato,49.0,Priorat Red,4.0,3.0
Bodegas Urium,Amontillado V.O.R.S,2011,4.3,110,Espana,Jerez Amontillado,50.0,Sherry,4.0,3.0
Bodega Otazu,Altar,2008,4.3,109,Espana,Navarra,32.18,Red,4.0,3.0
Bodega Elias Mora,Toro Gran Elias Mora,2014,4.3,108,Espana,Toro,33.5,Toro Red,5.0,3.0
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2015,4.3,108,Espana,Ribera del Duero,92.24,Ribera Del Duero Red,5.0,3.0
Arinzano,Gran Vino Blanco,2004,4.3,108,Espana,Arinzano,52.95,Chardonnay,4.0,3.0
Oller del Mas,Arnau Oller Seleccio de la Familia,2016,4.3,108,Espana,Pla de Bages,33.15,Red,4.0,3.0
Pujanza,Rioja Norte,2011,4.3,106,Espana,Rioja,46.9,Rioja Red,4.0,3.0
Cims de Porrera,Classic,2011,4.3,102,Espana,Priorato,39.51,Priorat Red,4.0,3.0
Alvaro Palacios,Finca Dofi,2003,4.3,99,Espana,Priorato,90.6,Priorat Red,4.0,3.0
Arinzano,Gran Vino Blanco,2016,4.3,95,Espana,Arinzano,65.25,Chardonnay,4.0,3.0
Quinta Sardonia,QS,2017,4.3,93,Espana,Castilla y Leon,37.49,Red,4.0,3.0
Ferrer Bobet,Priorat Vinyes Velles,2018,4.3,94,Espana,Priorato,33.95,Priorat Red,4.0,3.0
Ca l'Apotecari,Triaca,2013,4.3,90,Espana,Priorato,34.9,Priorat Red,4.0,3.0
Osborne,Amontillado 51-1a 30 Years VORS Sherry,2011,4.3,89,Espana,Jerez-Xeres-Sherry,64.8,Sherry,4.0,3.0
Finca Torremilanos,Cyclo,2018,4.3,89,Espana,Ribera del Duero,35.15,Ribera Del Duero Red,5.0,3.0
Marques de Vargas,Seleccion Privada,2015,4.3,79,Espana,Rioja,54.5,Rioja Red,4.0,3.0
Arzuaga,Amaya Arzuaga (Coleccion),2015,4.3,77,Espana,Ribera del Duero,51.2,Ribera Del Duero Red,5.0,3.0
Astrales,Christina Ribera del Duero,2017,4.3,77,Espana,Ribera del Duero,38.0,Ribera Del Duero Red,5.0,3.0
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2018,4.3,77,Espana,Rioja,67.9,Rioja Red,4.0,3.0
Senorio de San Vicente,San Vicente Rioja,2018,4.3,77,Espana,Rioja,32.9,Rioja Red,4.0,3.0
Bodegas Faustino,Faustino de Autor Reserva Especial,1994,4.3,76,Espana,Rioja,45.0,Rioja Red,4.0,3.0
l'Infernal Combier Fischer Gerin,Vinas Viejas Aguilera,2010,4.3,76,Espana,Priorato,69.0,Priorat Red,4.0,3.0
Muga,Prado Enea Gran Reserva,1985,4.3,75,Espana,Rioja,98.0,Rioja Red,4.0,3.0
Vinyes Domenech,Vinyes Velles de Samso,2016,4.3,73,Espana,Montsant,36.93,Montsant Red,4.0,3.0
Territorio Luthier,Hispania,2015,4.3,73,Espana,Ribera del Duero,52.0,Ribera Del Duero Red,5.0,3.0
La Rioja Alta,Vina Ardanza Reserva,1985,4.3,72,Espana,Rioja,75.0,Rioja Red,4.0,3.0
Vina Sastre,Regina Vides Ribera del Duero,2018,4.3,71,Espana,Ribera del Duero,69.9,Ribera Del Duero Red,5.0,3.0
Pago Calzadilla,Gran Calzadilla,2009,4.3,70,Espana,Pago Calzadilla,39.95,Red,4.0,3.0
Vina Pomal,Alto de la Caseta,2008,4.3,70,Espana,Rioja,55.45,Rioja Red,4.0,3.0
Sangenis I Vaque,Clos Monlleo,2007,4.3,68,Espana,Priorato,54.95,Priorat Red,4.0,3.0
Figuero,Milagros de Figuero,2016,4.3,68,Espana,Ribera del Duero,34.85,Ribera Del Duero Red,5.0,3.0
Balandro,Las Botas Palo Cortado Horizontal,2011,4.3,67,Espana,Manzanilla,37.0,Sherry,4.0,3.0
Pujanza,Rioja Norte,2006,4.3,67,Espana,Rioja,75.0,Rioja Red,4.0,3.0
M. Antonio de la Riva,La Riva Fino Balbaina Alta,2011,4.3,67,Espana,Jerez-Xeres-Sherry,47.45,Sherry,4.0,3.0
Bodegas Arfe,Palo Cortado de la Cruz de 1767,2011,4.3,66,Espana,Jerez-Xeres-Sherry,59.9,Sherry,4.0,3.0
Conreria d'Scala Dei,Voltons,2015,4.3,64,Espana,Priorato,47.0,Priorat Red,4.0,3.0
Scala Dei,Masdeu,2014,4.3,64,Espana,Priorato,84.9,Priorat Red,4.0,3.0
Real de Asua,Tinto,2016,4.3,64,Espana,Rioja,78.95,Rioja Red,4.0,3.0
Valserrano,Finca Monteviejo,2017,4.3,62,Espana,Rioja,32.0,Rioja Red,4.0,3.0
Allende,Gaminde,2016,4.3,62,Espana,Rioja,43.8,Rioja Red,4.0,3.0
Martinet,Els Escurcons,2018,4.3,61,Espana,Priorato,75.5,Priorat Red,4.0,3.0
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2019,4.3,59,Espana,Ribera del Duero,75.95,Ribera Del Duero Red,5.0,3.0
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018,4.3,57,Espana,Rioja,42.5,Rioja Red,4.0,3.0
Marques de Murrieta,Dalmau Rioja,2002,4.3,57,Espana,Rioja,75.0,Rioja Red,4.0,3.0
Valderiz,Tomas Esteban,2010,4.3,57,Espana,Ribera del Duero,68.99,Ribera Del Duero Red,5.0,3.0
Vall Llach,Porrera Vi de Vila,2018,4.3,56,Espana,Priorato,49.95,Priorat Red,4.0,3.0
Portal del Priorat,Clos del Portal Somni,2008,4.3,55,Espana,Priorato,36.3,Priorat Red,4.0,3.0
Baigorri,De Garage Rioja,2017,4.3,55,Espana,Rioja,32.0,Rioja Red,4.0,3.0
Cartoixa de Montsalvat,Montsalvat,2007,4.3,54,Espana,Priorato,39.712635,Priorat Red,4.0,3.0
Bodega Ribas,Sio Negre,2019,4.3,53,Espana,Mallorca,39.9,Red,4.0,3.0
Costers del Siurana,Clos de L'Obac,2009,4.3,51,Espana,Priorato,79.9,Priorat Red,4.0,3.0
Cervoles,Estrats,2012,4.3,51,Espana,Costers del Segre,68.55,Red,4.0,3.0
Scala Dei,Masdeu,2016,4.3,51,Espana,Priorato,81.35,Priorat Red,4.0,3.0
Vizcarra,Celia,2014,4.3,50,Espana,Ribera del Duero,79.98,Ribera Del Duero Red,5.0,3.0
Marques de Caceres,Gaudium,1998,4.3,50,Espana,Rioja,60.0,Rioja Red,4.0,3.0
Altos del Enebro,Finca La Herradura,2014,4.3,49,Espana,Ribera del Duero,68.0,Ribera Del Duero Red,5.0,3.0
Oxer Wines,Suzzane Rioja,2019,4.3,48,Espana,Rioja,34.9,Rioja Red,4.0,3.0
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010,4.3,48,Espana,Ribera del Duero,95.0,Ribera Del Duero Red,5.0,3.0
Can Bas,Monreal,2015,4.3,48,Espana,Penedes,44.1,Red,4.0,3.0
Venus la Universal,Venus,2017,4.3,47,Espana,Montsant,35.35,Montsant Red,4.0,3.0
Olivardots,Vd'O 1 Samso - Pissarra,2012,4.3,46,Espana,Emporda,34.95,Red,4.0,3.0
Venta Las Vacas,La Cuartilleja Reserva,2015,4.3,46,Espana,Ribera del Duero,39.7,Ribera Del Duero Red,5.0,3.0
Raul Perez,Rara Avis Prieto Picudo,2013,4.3,45,Espana,Castilla y Leon,39.95,Red,4.0,3.0
Contino,Reserva,1995,4.3,45,Espana,Rioja,55.0,Rioja Red,4.0,3.0
Lambuena,Vinas Viejas,2014,4.3,44,Espana,Ribera del Duero,37.065126,Ribera Del Duero Red,5.0,3.0
Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero,2017,4.3,44,Espana,Ribera del Duero,38.5,Ribera Del Duero Red,5.0,3.0
Marco Abella,Clos Abella Seleccion Especial,2016,4.3,44,Espana,Priorato,43.5,Priorat Red,4.0,3.0
Vivanco,Parcelas de Maturana Tinta Coleccion Rioja,2017,4.3,44,Espana,Rioja,36.5,Rioja Red,4.0,3.0
San Cobate,San Cucufate Monasterio,2017,4.3,42,Espana,Ribera del Duero,33.0,Ribera Del Duero Red,5.0,3.0
Vinicola Real,200 Monges Rioja Gran Reserva,2005,4.3,40,Espana,Rioja,52.5,Rioja Red,4.0,3.0
Terra Remota,Clos Adrien,2016,4.3,40,Espana,Emporda,48.91,Red,4.0,3.0
Ramon Bilbao,Lalomba Finca Ladero,2016,4.3,40,Espana,Rioja,58.25,Rioja Red,4.0,3.0
Jimenez-Landi,El Reventon Cebreros,2016,4.3,40,Espana,Castilla y Leon,67.95,Grenache,5.0,3.0
Hidalgo (La Gitana),Amontillado Napoleon Vinos Viejos 30 Year Old Sherry,2011,4.3,40,Espana,Jerez-Xeres-Sherry,74.9,Sherry,4.0,3.0
Cartoixa de Montsalvat,Montsalvat,2005,4.3,38,Espana,Priorato,56.27,Priorat Red,4.0,3.0
Carlos Moro,Finca Valmediano Tinta de Toro 16 Meses Barrica,2012,4.3,38,Espana,Toro,32.9,Toro Red,5.0,3.0
Hugas de Batlle,Falguera,2009,4.3,38,Espana,Emporda,53.55,Red,4.0,3.0
Buil & Gine,Pleret,2012,4.3,37,Espana,Priorato,55.5,Priorat Red,4.0,3.0
Luis A. Rodriguez Vazquez,A Torna dos Pasas Escolma Ribeiro,2016,4.3,37,Espana,Ribeiro,40.75,Red,4.0,3.0
Vizcarra,Ines,2010,4.3,37,Espana,Ribera del Duero,76.87,Ribera Del Duero Red,5.0,3.0
Vizcarra,Ines,2014,4.3,37,Espana,Ribera del Duero,79.98,Ribera Del Duero Red,5.0,3.0
Valdubon,Honoris,2005,4.3,37,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0
Real de Asua,Tinto,2000,4.3,36,Espana,Rioja,60.4,Rioja Red,4.0,3.0
R. Lopez de Heredia,Vina Tondonia Reserva,2014,4.3,35,Espana,Rioja,47.95,Rioja Red,4.0,3.0
Marques de Caceres,Rioja Reserva,1985,4.3,35,Espana,Rioja,45.0,Rioja Red,4.0,3.0
Finca Valpiedra,Rioja Reserva,1994,4.3,34,Espana,Rioja,65.0,Rioja Red,4.0,3.0
Bodegas Gama,Octogenarius,2014,4.3,34,Espana,Rioja,46.5,Grenache,5.0,3.0
Edetaria,Finca La Pedrissa,2015,4.3,34,Espana,Terra Alta,37.9,Red,4.0,3.0
Hacienda Zorita Natural Reserve,Magister,2017,4.3,35,Espana,Arribes,35.5,Red,4.0,3.0
Can Xanet,Sibila,2017,4.3,33,Espana,Mallorca,32.46,Red,4.0,3.0
Celler de Capcanes,Cabrida Montsant,2018,4.3,32,Espana,Montsant,36.85,Montsant Red,4.0,3.0
Bodegas Amaren,Garnacha,2014,4.3,32,Espana,Rioja,38.0,Grenache,5.0,3.0
Jimenez-Landi,Cantos del Diablo,2017,4.3,33,Espana,Mentrida,101.01,Grenache,5.0,3.0
Telmo Rodriguez,Tabuerniga,2018,4.3,31,Espana,Rioja,65.22,Rioja Red,4.0,3.0
Estones,Coster d'en Fornos,2017,4.3,31,Espana,Montsant,40.55,Montsant Red,4.0,3.0
Telmo Rodriguez,El Velado Tinto,2017,4.3,30,Espana,Rioja,73.95,Rioja Red,4.0,3.0
Trus,Pico de Luyas,2018,4.3,30,Espana,Ribera del Duero,48.9,Ribera Del Duero Red,5.0,3.0
Campillo,Finca Cuesta Clara Raro Reserva,2016,4.3,29,Espana,Rioja,39.5,Rioja Red,4.0,3.0
Marques de Murrieta,Dalmau Rioja,1996,4.3,29,Espana,Rioja,110.0,Rioja Red,4.0,3.0
Altanza,Coleccion Roberto Amillo Amontillado,2011,4.3,29,Espana,Jerez Amontillado,39.9,Sherry,4.0,3.0
Alvaro Domecq,1730 Amontillado,2011,4.3,29,Espana,Jerez Amontillado,34.65,Sherry,4.0,3.0
Bodega Juan Carlos Sancha,Cerro La Isa Garnacha,2018,4.3,28,Espana,Rioja,43.9,Rioja Red,4.0,3.0
Cepas Familiares,Nivel,2018,4.3,28,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0
Dominio de Loalva,Seleccion Especial,2016,4.3,28,Espana,Ribera del Duero,32.0,Ribera Del Duero Red,5.0,3.0
El Regajal,Galia Clos Santuy,2017,4.3,28,Espana,Castilla y Leon,74.9,Red,4.0,3.0
Zifar,Pago de las Sabinas,2016,4.3,28,Espana,Ribera del Duero,39.55,Ribera Del Duero Red,5.0,3.0
Romate,Old & Plus Oloroso,2011,4.3,28,Espana,Jerez Oloroso,45.0,Sherry,4.0,3.0
Altanza,Coleccion Roberto Amillo Palo Cortado,2011,4.3,27,Espana,Jerez-Xeres-Sherry,47.7,Sherry,4.0,3.0
Marques de Riscal,Rioja Gran Reserva,2016,4.3,27,Espana,Rioja,46.45,Rioja Red,4.0,3.0
Sierra Cantabria,Amancio,2002,4.3,27,Espana,Rioja,110.0,Rioja Red,4.0,3.0
Jimenez-Landi,Las Iruelas El Tiemblo,2018,4.3,26,Espana,Castilla y Leon,97.07,Grenache,5.0,3.0
Jimenez-Landi,Cantos del Diablo,2016,4.3,26,Espana,Mentrida,67.95,Grenache,5.0,3.0
Dominio de Anza,Diego Magana,2020,4.3,26,Espana,Rioja,37.9,Rioja Red,4.0,3.0
Bodegas Amaren,Graciano,2012,4.3,26,Espana,Rioja,68.0,Rioja Red,4.0,3.0
Gomez Cruzado,Cerro Las Cuevas Seleccion Terroir,2019,4.3,26,Espana,Rioja,39.89,Rioja Red,4.0,3.0
Hacienda Solano,Pena Lobera,2018,4.3,25,Espana,Ribera del Duero,68.9,Ribera Del Duero Red,5.0,3.0
Altos de Rioja,Altos R Pigeage Graciano,2016,4.3,25,Espana,Rioja,35.0,Rioja Red,4.0,3.0
Samsara,Ronda,2015,4.3,25,Espana,Sierras de Malaga,32.5,Red,4.0,3.0
Cuentavinas,Alomado,2018,4.3,25,Espana,Rioja,46.95,Rioja Red,4.0,3.0
Bodegas Gama,Octogenarius,2015,4.3,25,Espana,Rioja,36.9,Grenache,5.0,3.0
Miguel Merino,Gran Reserva,2000,4.3,25,Espana,Rioja,48.81,Rioja Red,4.0,3.0
Los Aguilares,Pinot Noir,2020,4.3,25,Espana,Sierras de Malaga,33.5,Red,4.0,3.0
